recall_target,threshold,precision,recall,F1
0.8,0.99138707,1.0,0.8,0.888888888888889
0.85,0.9881011,1.0,0.8504201680672269,0.919164396003633
0.9,0.98299766,1.0,0.9008403361344538,0.9478337754199824
